6009.5,449.7,1463
3946.7,242.82,879.11
5311.8,2454,4285.9
4636.6,371.74,1150.6
12435,1301.3,3622.2
2222,1168.5,2025.6
9047.7,1366.6,3051.3
5937,1065.1,2049.1
8993.6,1082.1,2773.2
5008.5,324.51,1059.7
9300.7,1643.2,3236.8
3544.6,1406.4,2440.8
